country_code,country,year,wage_gap_ratio_mean,raw_wage_gap_ratio_mean,wage_gap_ratio_median,raw_wage_gap_ratio_median,wage_gap_ratio_decile_1,raw_wage_gap_ratio_decile_1,wage_gap_ratio_decile_9,raw_wage_gap_ratio_decile_9
CZE,Czechia,2011,22.67867912,22.67867912,16.3296567,16.3296567,11.00301719,11.00301719,25.54898019,25.54898019
CZE,Czechia,2012,22.08637828,22.08637828,15.26297988,15.26297988,10.015309,10.015309,24.80222038,24.80222038
CZE,Czechia,2013,21.694343,21.694343,15.37883532,15.37883532,8.537663799,8.537663799,24.83207027,24.83207027
CZE,Czechia,2014,21.93062145,21.93062145,16.2545602,16.2545602,7.694748532,7.694748532,24.91340711,24.91340711
CZE,Czechia,2015,21.87925556,21.87925556,16.45515416,16.45515416,7.079300656,7.079300656,24.65488849,24.65488849
CZE,Czechia,2016,21.06970217,21.06970217,16.02343084,16.02343084,7.497820401,7.497820401,23.80237451,23.80237451
CZE,Czechia,2017,20.72143003,20.72143003,15.61401089,15.61401089,6.490941289,6.490941289,23.84386152,23.84386152
CZE,Czechia,2018,19.94433636,19.94433636,15.12741386,15.12741386,5.272570301,5.272570301,23.1542076,23.1542076
CZE,Czechia,2019,18.79644324,18.79644324,14.71433226,14.71433226,4.600660435,4.600660435,22.21337072,22.21337072
CZE,Czechia,2020,16.4840446,16.4840446,12.37286209,12.37286209,4.281186678,4.281186678,19.48582849,19.48582849
CZE,Czechia,2021,15.21068859,15.21068859,11.51874831,11.51874831,2.855040471,2.855040471,17.66611942,17.66611942
CZE,Czechia,2022,17.7353458,17.7353458,13.57571214,13.57571214,3.658146234,3.658146234,21.44304067,21.44304067
CZE,Czechia,2023,17.73845231,17.73845231,13.17041983,13.17041983,2.110059276,2.110059276,22.31911178,22.31911178
CZE,Czechia,2024,18.12328024,18.12328024,13.55386679,13.55386679,2.6889294,2.6889294,22.89522485,22.89522485
DEU,Germany,1992,28.10854355,28.10854355,27.10126582,27.10126582,23.57904792,23.57904792,28.34549878,28.34549878
DEU,Germany,1993,26.36393266,26.36393266,22.94117647,22.94117647,24.0,24.0,27.09276018,27.09276018
DEU,Germany,1994,24.79712815,24.79712815,21.07279693,21.07279693,24.74164133,24.74164133,26.15384615,26.15384615
DEU,Germany,1995,24.14456264,24.14456264,19.54448662,19.54448662,24.70930232,24.70930232,28.79417879,28.79417879
DEU,Germany,1996,24.74596381,24.74596381,20.74468085,20.74468085,25.0,25.0,29.29941292,29.29941292
DEU,Germany,1997,24.11843001,24.11843001,21.57534247,21.57534247,22.19444445,22.19444445,28.70966186,28.70966186
DEU,Germany,1998,24.15367115,24.15367115,20.61405001,20.61405001,24.92655618,24.92655618,27.04948319,27.04948319
DEU,Germany,1999,22.92251381,22.92251381,20.58643861,20.58643861,19.86111111,19.86111111,28.37962963,28.37962963
DEU,Germany,2000,24.22984466,24.22984466,19.53642384,19.53642384,24.18478261,24.18478261,28.63013699,28.63013699
DEU,Germany,2001,23.29224464,23.29224464,19.1006514,19.1006514,24.80314961,24.80314961,26.29846379,26.29846379
DEU,Germany,2002,22.54637674,22.54637674,18.63354037,18.63354037,23.4375,23.4375,25.15277778,25.15277778
DEU,Germany,2003,24.10006933,24.10006933,19.8205378,19.8205378,26.12142499,26.12142499,26.18333333,26.18333333
DEU,Germany,2004,23.9407044,23.9407044,21.24478442,21.24478442,24.41744673,24.41744673,24.26,24.26
DEU,Germany,2005,21.4894744,21.4894744,16.81415929,16.81415929,28.57142857,28.57142857,22.73666667,22.73666667
DEU,Germany,2006,20.9587304,20.9587304,18.542522,18.542522,19.32059448,19.32059448,20.92715232,20.92715232
DEU,Germany,2007,20.75576901,20.75576901,16.95906433,16.95906433,18.75,18.75,24.02597403,24.02597403
DEU,Germany,2008,21.39172928,21.39172928,16.95906433,16.95906433,19.45445188,19.45445188,25.0,25.0
DEU,Germany,2009,19.27251993,19.27251993,16.95859873,16.95859873,21.21212121,21.21212121,21.95892575,21.95892575
DEU,Germany,2010,17.16324637,17.16324637,16.69471558,16.69471558,19.24242424,19.24242424,21.75925926,21.75925926
DEU,Germany,2011,22.05899117,22.05899117,16.94444444,16.94444444,19.44444444,19.44444444,27.60818714,27.60818714
DEU,Germany,2012,19.05897491,19.05897491,16.30434783,16.30434783,17.5,17.5,25.14854946,25.14854946
DEU,Germany,2013,18.90548746,18.90548746,14.32328767,14.32328767,13.72549019,13.72549019,24.78632479,24.78632479
DEU,Germany,2014,19.40975,19.40975,17.1875,17.1875,18.68518518,18.68518518,25.0,25.0
DEU,Germany,2015,17.9959007,17.9959007,15.81632653,15.81632653,16.66666667,16.66666667,22.97297297,22.97297297
DEU,Germany,2016,19.16267032,19.16267032,15.51071879,15.51071879,14.52054795,14.52054795,23.46666667,23.46666667
DEU,Germany,2017,16.84782112,16.84782112,14.4278607,14.4278607,11.08977876,11.08977876,21.26382307,21.26382307
DEU,Germany,2018,18.58741694,18.58741694,15.71428571,15.71428571,18.08333334,18.08333334,22.09980557,22.09980557
DEU,Germany,2019,17.328814,17.328814,14.35185185,14.35185185,11.44637586,11.44637586,19.61794872,19.61794872
DEU,Germany,2020,16.79650079,16.79650079,12.06257347,12.06257347,15.15625,15.15625,19.89578164,19.89578164
DEU,Germany,2021,18.74655433,18.74655433,13.47505423,13.47505423,16.72753835,16.72753835,20.76605505,20.76605505
DEU,Germany,2022,18.51478393,18.51478393,14.38013219,14.38013219,20.41906497,20.41906497,18.70401394,18.70401394
DEU,Germany,2023,17.33614406,17.33614406,14.24533444,14.24533444,21.45719817,21.45719817,16.741046,16.741046
DNK,Denmark,2002,14.59940588,14.59940588,10.79707571,10.79707571,10.84623785,10.84623785,19.14044039,19.14044039
DNK,Denmark,2003,13.75002848,13.75002848,9.921804092,9.921804092,10.6717504,10.6717504,18.15127822,18.15127822
DNK,Denmark,2004,14.15321932,14.15321932,10.18220538,10.18220538,10.77708545,10.77708545,18.86338726,18.86338726
DNK,Denmark,2005,15.02070759,15.02070759,10.16733044,10.16733044,10.34302942,10.34302942,19.97545701,19.97545701
DNK,Denmark,2006,14.95184061,14.95184061,10.17206126,10.17206126,10.43913043,10.43913043,19.2152552,19.2152552
DNK,Denmark,2007,14.60486237,14.60486237,9.85029795,9.85029795,9.911160517,9.911160517,18.98596891,18.98596891
DNK,Denmark,2008,14.58924173,14.58924173,10.18354904,10.18354904,11.1883219,11.1883219,18.61630969,18.61630969
DNK,Denmark,2009,13.99224343,13.99224343,10.17200506,10.17200506,11.31370774,11.31370774,17.4545353,17.4545353
DNK,Denmark,2010,11.983277,11.983277,8.895098479,8.895098479,10.31352575,10.31352575,17.62339732,17.62339732
DNK,Denmark,2011,12.78885185,12.78885185,7.947197254,7.947197254,9.522343692,9.522343692,16.38286943,16.38286943
DNK,Denmark,2012,12.62362386,12.62362386,6.999844875,6.999844875,9.591439775,9.591439775,16.70967294,16.70967294
DNK,Denmark,2013,12.18378486,12.18378486,6.768911942,6.768911942,9.569633454,9.569633454,15.8915197,15.8915197
DNK,Denmark,2014,11.35600655,11.35600655,6.323865696,6.323865696,8.747738729,8.747738729,14.7971395,14.7971395
DNK,Denmark,2015,10.75408941,10.75408941,5.836048112,5.836048112,8.28099486,8.28099486,14.19695601,14.19695601
DNK,Denmark,2016,10.47011959,10.47011959,5.732628037,5.732628037,8.655798141,8.655798141,13.50116,13.50116
DNK,Denmark,2017,10.01975998,10.01975998,5.296691966,5.296691966,8.719489022,8.719489022,12.77340927,12.77340927
DNK,Denmark,2018,12.74981083,12.74981083,4.863206011,4.863206011,8.026923293,8.026923293,12.1026882,12.1026882
DNK,Denmark,2019,9.45677519,9.45677519,5.059215628,5.059215628,7.93667677,7.93667677,11.96279144,11.96279144
DNK,Denmark,2020,9.096764476,9.096764476,4.994399738,4.994399738,7.988687278,7.988687278,11.36375845,11.36375845
DNK,Denmark,2021,9.234754363,9.234754363,5.576082634,5.576082634,8.068227946,8.068227946,10.95806039,10.95806039
DNK,Denmark,2022,8.961374028,8.961374028,5.837088593,5.837088593,8.155883307,8.155883307,10.34864283,10.34864283
DNK,Denmark,2023,8.42383165,8.42383165,5.365959768,5.365959768,7.899865446,7.899865446,9.546294262,9.546294262
ESP,Spain,2002,19.70290551,19.70290551,17.16196137,17.16196137,16.24548737,16.24548737,21.85523542,21.85523542
ESP,Spain,2006,17.0628186,17.0628186,13.53333333,13.53333333,14.3877551,14.3877551,19.23076923,19.23076923
ESP,Spain,2010,13.20752086,13.20752086,13.50446429,13.50446429,12.21033868,12.21033868,13.24637681,13.24637681
ESP,Spain,2014,12.19953988,12.19953988,11.54049762,11.54049762,11.43099069,11.43099069,13.17299809,13.17299809
ESP,Spain,2018,9.217011964,9.217011964,8.621607238,8.621607238,11.2605042,11.2605042,9.523809524,9.523809524
ESP,Spain,2022,6.2184055,6.2184055,5.707317073,5.707317073,7.088414634,7.088414634,6.217358866,6.217358866
ESP,Spain,2023,6.718866264,6.718866264,6.200945951,6.200945951,4.122094064,4.122094064,8.988354189,8.988354189
EST,Estonia,2002,27.19633936,27.19633936,25.00065194,25.00065194,14.66791394,14.66791394,30.31541854,30.31541854
EST,Estonia,2006,29.44421092,29.44421092,27.85602504,27.85602504,23.58490566,23.58490566,31.29303749,31.29303749
EST,Estonia,2010,28.84017498,28.84017498,27.79783394,27.79783394,17.69041769,17.69041769,29.97014925,29.97014925
EST,Estonia,2014,29.83578732,29.83578732,28.33935018,28.33935018,19.78417266,19.78417266,31.11007463,31.11007463
EST,Estonia,2018,24.01634462,24.01634462,22.68115942,22.68115942,14.28571429,14.28571429,27.77358491,27.77358491
EST,Estonia,2022,23.08254919,23.08254919,21.42459655,21.42459655,16.58291457,16.58291457,26.22857143,26.22857143
EST,Estonia,2023,25.60711012,25.60711012,24.65170907,24.65170907,8.01882657,8.01882657,30.22602626,30.22602626
EU19OECD,European Union (19 countries) in OECD,1995,21.0908980181765,21.0908980181765,18.1824621377353,18.1824621377353,14.66805500295,14.66805500295,23.4291212925294,23.4291212925294
EU19OECD,European Union (19 countries) in OECD,1996,20.9934595904118,20.9934595904118,18.1460309497353,18.1460309497353,14.5499355692625,14.5499355692625,23.2247104498824,23.2247104498824
EU19OECD,European Union (19 countries) in OECD,1997,21.0446315897059,21.0446315897059,18.2389723385588,18.2389723385588,14.2911607036375,14.2911607036375,23.3549970881176,23.3549970881176
EU19OECD,European Union (19 countries) in OECD,1998,21.1163294071176,21.1163294071176,18.1511560029118,18.1511560029118,14.5453716437,14.5453716437,23.4009212945882,23.4009212945882
EU19OECD,European Union (19 countries) in OECD,1999,20.949428739,20.949428739,18.2034029616176,18.2034029616176,14.1011790926375,14.1011790926375,23.284370153,23.284370153
EU19OECD,European Union (19 countries) in OECD,2000,21.0165002158235,21.0165002158235,17.9726666265,17.9726666265,14.4049211300125,14.4049211300125,23.416836091,23.416836091
EU19OECD,European Union (19 countries) in OECD,2001,20.9361397681176,20.9361397681176,17.9505070057941,17.9505070057941,14.1665336212,14.1665336212,23.2179649097059,23.2179649097059
EU19OECD,European Union (19 countries) in OECD,2002,21.0245015212982,21.0245015212982,18.3624529582368,18.3624529582368,14.5208269995167,14.5208269995167,23.3371277835263,23.3371277835263
EU19OECD,European Union (19 countries) in OECD,2003,20.6059078074671,20.6059078074671,17.6494778432923,17.6494778432923,15.4665944249326,15.4665944249326,23.1501559704612,23.1501559704612
EU19OECD,European Union (19 countries) in OECD,2004,20.0643123479945,20.0643123479945,16.9403744966049,16.9403744966049,15.2234369543631,15.2234369543631,22.390652806618,22.390652806618
EU19OECD,European Union (19 countries) in OECD,2005,19.5049322881409,19.5049322881409,15.9872334162788,15.9872334162788,15.3104337099862,15.3104337099862,22.0888072118968,22.0888072118968
EU19OECD,European Union (19 countries) in OECD,2006,18.9236383167316,18.9236383167316,15.4035983091947,15.4035983091947,13.3463495796789,13.3463495796789,21.4957106391684,21.4957106391684
EU19OECD,European Union (19 countries) in OECD,2007,18.4780635363749,18.4780635363749,14.891268340092,14.891268340092,13.1557589311078,13.1557589311078,21.2450248382595,21.2450248382595
EU19OECD,European Union (19 countries) in OECD,2008,18.0736495761695,18.0736495761695,14.3803189542442,14.3803189542442,12.3143005392502,12.3143005392502,20.9249167555121,20.9249167555121
EU19OECD,European Union (19 countries) in OECD,2009,17.5219489437114,17.5219489437114,13.8910592609949,13.8910592609949,11.4308645783251,11.4308645783251,20.4328576523285,20.4328576523285
EU19OECD,European Union (19 countries) in OECD,2010,16.9248678854895,16.9248678854895,13.5702098044105,13.5702098044105,10.5908838308278,10.5908838308278,19.9565453614105,19.9565453614105
EU19OECD,European Union (19 countries) in OECD,2011,17.0580262645476,17.0580262645476,13.2621165294367,13.2621165294367,10.4668459405814,10.4668459405814,20.1147396636137,20.1147396636137
EU19OECD,European Union (19 countries) in OECD,2012,16.7319599275883,16.7319599275883,13.0844628789375,13.0844628789375,10.14237259224,10.14237259224,19.9645877491675,19.9645877491675
EU19OECD,European Union (19 countries) in OECD,2013,16.6253255377289,16.6253255377289,12.7930989130157,12.7930989130157,9.62405612264327,9.62405612264327,20.0424099110352,20.0424099110352
EU19OECD,European Union (19 countries) in OECD,2014,16.6621007646684,16.6621007646684,12.7008391047368,12.7008391047368,9.3138692192,9.3138692192,20.2933758529737,20.2933758529737
EU19OECD,European Union (19 countries) in OECD,2015,16.1197341360517,16.1197341360517,12.261191674258,12.261191674258,8.72118609540699,8.72118609540699,19.3856659972325,19.3856659972325
EU19OECD,European Union (19 countries) in OECD,2016,15.6728012835824,15.6728012835824,11.8197687369764,11.8197687369764,8.3811150834234,8.3811150834234,18.8419426675847,18.8419426675847
EU19OECD,European Union (19 countries) in OECD,2017,15.3031467499468,15.3031467499468,11.6771169113138,11.6771169113138,8.27330558536789,8.27330558536789,18.2181398566365,18.2181398566365
EU19OECD,European Union (19 countries) in OECD,2018,15.2769468956737,15.2769468956737,11.5722288422211,11.5722288422211,8.93335610292631,8.93335610292631,18.0718654703316,18.0718654703316
EU19OECD,European Union (19 countries) in OECD,2019,14.4830080459423,14.4830080459423,10.6128511583452,10.6128511583452,8.1481878527014,8.1481878527014,17.1613928444193,17.1613928444193
EU19OECD,European Union (19 countries) in OECD,2020,13.5193709233044,13.5193709233044,9.57834371441369,9.57834371441369,8.17802076043459,8.17802076043459,16.5943974270299,16.5943974270299
EU19OECD,European Union (19 countries) in OECD,2021,13.1991100593068,13.1991100593068,9.21737171652369,9.21737171652369,8.27941416278687,8.27941416278687,16.248926649327,16.248926649327
EU19OECD,European Union (19 countries) in OECD,2022,12.8911567230316,12.8911567230316,9.21343094283684,9.21343094283684,8.09815575321579,8.09815575321579,15.8905418140842,15.8905418140842
EU19OECD,European Union (19 countries) in OECD,2023,13.1063219364947,13.1063219364947,9.29331020186842,9.29331020186842,9.11377691681579,9.11377691681579,15.9092670607789,15.9092670607789
EU27,European Union (27 countries),1995,20.4619000091364,20.4619000091364,17.4420374019227,17.4420374019227,13.6150887904667,13.6150887904667,23.3463720976364,23.3463720976364
EU27,European Union (27 countries),1996,20.4142065498182,20.4142065498182,17.6057115439318,17.6057115439318,13.5748348073238,13.5748348073238,23.3213371917727,23.3213371917727
EU27,European Union (27 countries),1997,20.521390205299,20.521390205299,17.5503923502938,17.5503923502938,13.2018530799395,13.2018530799395,23.6292731216204,23.6292731216204
EU27,European Union (27 countries),1998,20.5992912729509,20.5992912729509,17.5296039576014,17.5296039576014,13.4587519142354,13.4587519142354,23.5815985995013,23.5815985995013
EU27,European Union (27 countries),1999,20.5461704998636,20.5461704998636,17.4533522339318,17.4533522339318,12.8862302869333,12.8862302869333,23.5993087131818,23.5993087131818
EU27,European Union (27 countries),2000,20.5496858501737,20.5496858501737,17.116790596893,17.116790596893,12.9927110956404,12.9927110956404,23.6032510880063,23.6032510880063
EU27,European Union (27 countries),2001,20.4048154294091,20.4048154294091,16.9635490007955,16.9635490007955,12.8129115885714,12.8129115885714,23.4369415266818,23.4369415266818
EU27,European Union (27 countries),2002,19.9990190455641,19.9990190455641,16.7753266431538,16.7753266431538,12.551743133225,12.551743133225,22.980195405,22.980195405
EU27,European Union (27 countries),2003,18.7900073853443,18.7900073853443,15.3198812149348,15.3198812149348,13.3719641744825,13.3719641744825,21.919290203094,21.919290203094
EU27,European Union (27 countries),2004,18.2361584796117,18.2361584796117,14.7623711310547,14.7623711310547,13.1146120292839,13.1146120292839,21.2032013171414,21.2032013171414
EU27,European Union (27 countries),2005,17.8305360785942,17.8305360785942,14.063715112787,14.063715112787,13.1137218251289,13.1137218251289,20.9950964880824,20.9950964880824
EU27,European Union (27 countries),2006,17.2477738204778,17.2477738204778,13.4218555736098,13.4218555736098,11.2414899772416,11.2414899772416,20.4834692643407,20.4834692643407
EU27,European Union (27 countries),2007,17.2651524349325,17.2651524349325,13.2544764538047,13.2544764538047,11.525540602841,11.525540602841,20.3327796000839,20.3327796000839
EU27,European Union (27 countries),2008,17.0460672285898,17.0460672285898,12.8461167737007,12.8461167737007,10.5230956337947,10.5230956337947,20.1761168614411,20.1761168614411
EU27,European Union (27 countries),2009,16.526823962376,16.526823962376,12.2768381216144,12.2768381216144,10.1060647981511,10.1060647981511,19.7537269611114,19.7537269611114
EU27,European Union (27 countries),2010,15.9519809403148,15.9519809403148,12.068932331663,12.068932331663,9.72123313038974,9.72123313038974,19.6106961004556,19.6106961004556
EU27,European Union (27 countries),2011,16.1132355587587,16.1132355587587,11.7546868175827,11.7546868175827,9.26917390271446,9.26917390271446,19.7946578989063,19.7946578989063
EU27,European Union (27 countries),2012,16.0019344383449,16.0019344383449,11.6987812796232,11.6987812796232,8.97406528556267,8.97406528556267,19.8381597418556,19.8381597418556
EU27,European Union (27 countries),2013,15.8194257232667,15.8194257232667,11.3435585521293,11.3435585521293,8.49320714358018,8.49320714358018,19.8711569398586,19.8711569398586
EU27,European Union (27 countries),2014,15.6811386640778,15.6811386640778,11.0744009581114,11.0744009581114,8.22709315668736,8.22709315668736,20.1050239924852,20.1050239924852
EU27,European Union (27 countries),2015,15.2994723974582,15.2994723974582,10.9268441421518,10.9268441421518,7.7210221819595,7.7210221819595,19.2367265931798,19.2367265931798
EU27,European Union (27 countries),2016,14.9033637244805,14.9033637244805,10.5822297451059,10.5822297451059,7.50343265198065,7.50343265198065,18.6430420711037,18.6430420711037
EU27,European Union (27 countries),2017,14.6703348362084,14.6703348362084,10.3404303760654,10.3404303760654,7.45155460206462,7.45155460206462,18.0307451002985,18.0307451002985
EU27,European Union (27 countries),2018,14.8438325555667,14.8438325555667,10.2966227296185,10.2966227296185,8.24692054507283,8.24692054507283,17.745443225337,17.745443225337
EU27,European Union (27 countries),2019,14.4072557419653,14.4072557419653,9.81327108593485,9.81327108593485,7.52921096150602,7.52921096150602,17.5100853358711,17.5100853358711
EU27,European Union (27 countries),2020,13.326011338168,13.326011338168,8.88671362988567,8.88671362988567,7.59748824573176,7.59748824573176,16.7250478724695,16.7250478724695
EU27,European Union (27 countries),2021,13.0747439792664,13.0747439792664,8.63370985068199,8.63370985068199,7.67434038333545,7.67434038333545,16.4451149845708,16.4451149845708
EU27,European Union (27 countries),2022,12.5913333887852,12.5913333887852,8.71556409468519,8.71556409468519,7.480933908876,7.480933908876,15.9700106082963,15.9700106082963
EU27,European Union (27 countries),2023,13.0255641815222,13.0255641815222,8.9971594421963,8.9971594421963,8.944920118708,8.944920118708,16.4079495101667,16.4079495101667
FIN,Finland,1977,29.654964166743127,0.0,27.69040181,27.69040181,26.08222491,26.08222491,35.65123172,35.65123172
FIN,Finland,1978,32.07126949,32.07126949,27.08860759,27.08860759,,,,
FIN,Finland,1979,31.4,31.4,27.16894977,27.16894977,,,,
FIN,Finland,1980,30.52031821,30.52031821,26.62381868,26.62381868,23.41590536,23.41590536,35.29440056,35.29440056
FIN,Finland,1982,31.23209169,31.23209169,25.96153846,25.96153846,,,,
FIN,Finland,1983,29.50483896,29.50483896,25.63174292,25.63174292,20.57134317,20.57134317,34.64883569,34.64883569
FIN,Finland,1984,28.09123649,28.09123649,23.4270415,23.4270415,,,,
FIN,Finland,1986,26.57178813,26.57178813,22.53142039,22.53142039,16.97454773,16.97454773,32.42042138,32.42042138
FIN,Finland,1987,26.71102662,26.71102662,23.61284007,23.61284007,17.95880361,17.95880361,29.89850012,29.89850012
FIN,Finland,1988,26.07174103,26.07174103,23.04579444,23.04579444,14.84133899,14.84133899,28.56424048,28.56424048
FIN,Finland,1989,26.14803578,26.14803578,23.5590355,23.5590355,16.48957633,16.48957633,30.57292764,30.57292764
FIN,Finland,1990,25.50154546,25.50154546,22.862102,22.862102,16.31848207,16.31848207,31.13945699,31.13945699
FIN,Finland,1991,24.72910965,24.72910965,21.46774696,21.46774696,15.76137286,15.76137286,30.16612781,30.16612781
FIN,Finland,1992,23.40214371,23.40214371,20.28498619,20.28498619,15.56876962,15.56876962,29.44669013,29.44669013
FIN,Finland,1993,24.099157,24.099157,21.9848125,21.9848125,13.62737925,13.62737925,29.04945543,29.04945543
FIN,Finland,1994,25.37554347,25.37554347,23.14957875,23.14957875,13.38445155,13.38445155,33.20724254,33.20724254
FIN,Finland,1995,23.87035872,23.87035872,22.40219409,22.40219409,14.68677683,14.68677683,28.64045269,28.64045269
FIN,Finland,1996,21.61250427,21.61250427,20.58266966,20.58266966,12.50616821,12.50616821,24.66023425,24.66023425
FIN,Finland,1997,23.10996206,23.10996206,21.33201166,21.33201166,11.17132591,11.17132591,27.46485815,27.46485815
FIN,Finland,1998,24.29358381,24.29358381,20.80042641,20.80042641,12.50658922,12.50658922,29.90574833,29.90574833
FIN,Finland,1999,22.6874298,22.6874298,21.71623611,21.71623611,10.46495347,10.46495347,26.59423249,26.59423249
FIN,Finland,2000,23.32688588,23.32688588,20.42748918,20.42748918,11.31459818,11.31459818,29.62700024,29.62700024
FIN,Finland,2001,24.43527498,24.43527498,21.23909129,21.23909129,10.5975432,10.5975432,30.25294365,30.25294365
FIN,Finland,2002,23.68939461,23.68939461,20.37320281,20.37320281,11.67901608,11.67901608,27.7632569,27.7632569
FIN,Finland,2003,23.26887265,23.26887265,20.09925558,20.09925558,11.2656333,11.2656333,27.52901206,27.52901206
FIN,Finland,2004,22.32711367,22.32711367,20.01515104,20.01515104,12.23064829,12.23064829,25.70615766,25.70615766
FIN,Finland,2005,22.05298895,22.05298895,18.94169403,18.94169403,11.87656002,11.87656002,27.38961288,27.38961288
FIN,Finland,2006,22.44986922,22.44986922,19.37479454,19.37479454,13.25269866,13.25269866,25.27414068,25.27414068
FIN,Finland,2007,23.21945427,23.21945427,21.37690409,21.37690409,14.13020548,14.13020548,27.36682084,27.36682084
FIN,Finland,2008,24.58989578,24.58989578,21.23395266,21.23395266,15.6920471,15.6920471,28.83113714,28.83113714
FIN,Finland,2009,23.14183955,23.14183955,19.67567279,19.67567279,11.62028798,11.62028798,27.6978093,27.6978093
FIN,Finland,2010,20.60851285,20.60851285,18.87699985,18.87699985,9.485308618,9.485308618,23.3056046,23.3056046
FIN,Finland,2011,22.14216374,22.14216374,18.6076171,18.6076171,13.8424821,13.8424821,25.31419071,25.31419071
FIN,Finland,2012,21.08223102,21.08223102,18.72607453,18.72607453,11.91346294,11.91346294,24.41778405,24.41778405
FIN,Finland,2013,21.83030478,21.83030478,20.17843271,20.17843271,13.52698277,13.52698277,25.36542373,25.36542373
FIN,Finland,2014,21.62710078,21.62710078,19.60907945,19.60907945,13.22662761,13.22662761,25.65363129,25.65363129
FIN,Finland,2015,20.56484892,20.56484892,18.05598132,18.05598132,10.5548133,10.5548133,23.37065862,23.37065862
FIN,Finland,2016,19.13298896,19.13298896,16.47225837,16.47225837,10.07927126,10.07927126,20.66105656,20.66105656
FIN,Finland,2017,19.42833015,19.42833015,17.71792064,17.71792064,9.639064319,9.639064319,21.13003607,21.13003607
FIN,Finland,2018,21.48266935,21.48266935,18.85520372,18.85520372,11.9107373,11.9107373,23.12288972,23.12288972
FIN,Finland,2019,20.46000687,20.46000687,17.15982964,17.15982964,10.80216784,10.80216784,20.05265862,20.05265862
FIN,Finland,2020,18.41404903,18.41404903,15.97860496,15.97860496,8.934651109,8.934651109,21.47073137,21.47073137
FIN,Finland,2021,18.8823117,18.8823117,15.34078693,15.34078693,9.204393599,9.204393599,21.66998732,21.66998732
FIN,Finland,2022,18.74048835,18.74048835,17.51685939,17.51685939,11.25992471,11.25992471,21.02120702,21.02120702
FIN,Finland,2023,18.78865167,18.78865167,16.13188493,16.13188493,9.793955252,9.793955252,20.78761035,20.78761035
FRA,France,2002,17.16363879,17.16363879,13.30472103,13.30472103,9.976247031,9.976247031,22.59249541,22.59249541
FRA,France,2006,17.07865188,17.07865188,9.390746679,9.390746679,4.655870445,4.655870445,25.26666667,25.26666667
FRA,France,2010,16.29466364,16.29466364,9.118807541,9.118807541,5.927835052,5.927835052,22.45116978,22.45116978
FRA,France,2014,16.32689328,16.32689328,9.872102318,9.872102318,8.047337278,8.047337278,21.24196142,21.24196142
FRA,France,2018,17.38152012,17.38152012,11.82380216,11.82380216,8.212839792,8.212839792,21.23604159,21.23604159
FRA,France,2022,13.02726273,13.02726273,5.346153846,5.346153846,8.407545367,8.407545367,16.46456991,16.46456991
FRA,France,2023,10.21883723,10.21883723,6.195449557,6.195449557,4.079783002,4.079783002,15.99396817,15.99396817
GBR,United Kingdom,1970,46.21326819,46.21326819,47.57803918,47.57803918,45.13189422,45.13189422,43.77380843,43.77380843
GBR,United Kingdom,1971,45.7204564,45.7204564,45.52742185,45.52742185,44.65551128,44.65551128,43.58928741,43.58928741
GBR,United Kingdom,1972,45.40677292,45.40677292,45.67779474,45.67779474,44.20936693,44.20936693,43.11713246,43.11713246
GBR,United Kingdom,1973,46.08065245,46.08065245,46.37872641,46.37872641,43.70674862,43.70674862,43.76566931,43.76566931
GBR,United Kingdom,1974,43.75379646,43.75379646,44.42223433,44.42223433,41.56632081,41.56632081,43.01257039,43.01257039
GBR,United Kingdom,1975,38.75753689,38.75753689,39.85541472,39.85541472,37.02089325,37.02089325,37.06261929,37.06261929
GBR,United Kingdom,1976,35.77712531,35.77712531,36.55030194,36.55030194,35.62504421,35.62504421,33.75552805,33.75552805
GBR,United Kingdom,1977,35.4022282,35.4022282,35.78836762,35.78836762,33.22994906,33.22994906,33.4766216,33.4766216
GBR,United Kingdom,1978,36.74291271,36.74291271,37.47486876,37.47486876,33.60211,33.60211,35.61353799,35.61353799
GBR,United Kingdom,1979,37.71498004,37.71498004,38.29523952,38.29523952,32.32725415,32.32725415,37.55777368,37.55777368
GBR,United Kingdom,1980,36.48054022,36.48054022,36.68858597,36.68858597,31.40563072,31.40563072,36.08328332,36.08328332
GBR,United Kingdom,1981,34.74231819,34.74231819,35.4268123,35.4268123,30.39971177,30.39971177,33.09407583,33.09407583
GBR,United Kingdom,1982,35.5515435,35.5515435,35.65961949,35.65961949,30.35514412,30.35514412,35.2647051,35.2647051
GBR,United Kingdom,1983,34.71464555,34.71464555,34.56728192,34.56728192,29.2983569,29.2983569,34.57229128,34.57229128
GBR,United Kingdom,1984,35.57340382,35.57340382,35.08152659,35.08152659,28.7754905,28.7754905,36.48358194,36.48358194
GBR,United Kingdom,1985,35.40676751,35.40676751,35.12011437,35.12011437,28.60505555,28.60505555,36.67995946,36.67995946
GBR,United Kingdom,1986,34.95001168,34.95001168,34.93850632,34.93850632,27.65146638,27.65146638,35.87515166,35.87515166
GBR,United Kingdom,1987,35.00194641,35.00194641,34.51295439,34.51295439,27.3696321,27.3696321,35.47949218,35.47949218
GBR,United Kingdom,1988,34.23393955,34.23393955,34.04572949,34.04572949,27.1328058,27.1328058,33.88369025,33.88369025
GBR,United Kingdom,1989,33.34817981,33.34817981,33.73065917,33.73065917,26.3973264,26.3973264,32.17299338,32.17299338
