country,year,wage_gap,education_gap,employment_gap,native_gap,immigrant_gap,overall_gap,gdp_pc,Gender gap in managerial positions,Gender gap in political representation,Gender gap in top management positions,Lack of confidence in the judicial system and courts - Female - Percentage of population,Legal discrimination on access to justice,Legal discrimination on financial assets,Legal discrimination on freedom of movement,Legal discrimination on inheritance,Legal discrimination on violence against women,Legal discrimination on workplace rights,Perception that a woman earning more money than her husband causes problems,Perception that being a housewife is as fulfilling as working for pay,Perception that men make better political leaders than women,Perception that men should have more right to a job than women,"Perception that when a mother works for pay, the children suffer",Perceptions that men make better business executives than women,unpaid_care_gap,part_time_gap,Gender gap in representation in parliament,Gender gap in professional judges representation,Gender gap in public sector employment ,Gender gap in senior management positions in national administrations
Czechia,2011,22.67867912,0.3522560000000005,18.641189,16.36976242,25.23233032,20.801046369999995,90.667662,,,,,,,,,,,,,,,,,,-53.94800000000001,,,,44.4
Czechia,2012,22.08637828,-0.5276999999999994,18.228591999999992,15.724689490000005,24.275112150000005,19.999900820000008,89.19231,,,,,,,,,,,,,,,,,,-47.370000000000005,56.0,,,44.4
Czechia,2013,21.694343,-1.005704999999999,17.62608300000001,15.212699889999996,22.24594879,18.72932433999999,88.221266,,,,,,,,,,,,,,,,,,-49.25,,,,44.4
Czechia,2014,21.93062145,-1.6946510000000004,17.55488600000001,15.348808289999994,23.90815735000001,19.628482819999988,88.79476,,,,,,,,,,,,,,,,,,-48.74600000000001,,-22.0,,41.2
Czechia,2015,21.87925556,-2.4751340000000006,16.714493000000004,14.628921509999998,22.54490661,18.58691406,91.356072,,,,,,,,,,,,,,,,,,-47.762,60.0,,,38.4
Czechia,2016,21.06970217,-2.1527579999999986,15.835433999999992,14.339416509999992,20.36112976,17.35027313499998,92.505261,,,,,,,,,,,,,,,,,,-51.21600000000001,,,,39.4
Czechia,2017,20.72143003,-3.0670280000000005,15.759741999999989,14.050239560000009,18.255760190000004,16.152999875000006,95.18212,,,,,,,,,,,,,,,,,,-53.55799999999999,60.0,,,38.2
Czechia,2018,19.94433636,-3.6825600000000014,15.319252000000006,13.5,17.30000305,15.400001524999992,96.066895,,,,,,,,,,,,,,,,,,-51.862,,,,36.8
Czechia,2019,18.79644324,-3.725158999999998,15.099647000000004,13.540374749999998,16.281715390000002,14.91104507,98.249478,,,,,,,,,,,,,,,,,,-46.718,55.0,,,40.6
Czechia,2020,16.4840446,-4.863775,14.982627999999991,14.0,17.099998479999996,15.549999240000004,97.73732,,,,,,,,,,,,,,,,,,-48.268,,-20.0,,36.6
Czechia,2021,15.21068859,-5.857953999999999,15.104423999999996,13.43434142999999,19.696128850000008,16.56523514,96.033575,,,,,,,,,,,,,,,,,,-46.25999999999999,54.0,,,43.4
Czechia,2022,17.7353458,-6.071822000000001,14.760208000000006,13.020202639999994,17.352340690000005,15.186271664999992,93.973435,,,,,,,,,,,,,,,,,,-41.946,,,,42.0
Czechia,2023,17.73845231,-7.26462746,13.388130189999998,12.76171112,17.621116639999997,15.19141388,92.016458,27.8,25.5,16.1,44.1,0.0,0.0,0.0,0.0,50.0,25.0,49.8,41.3,49.7,26.6,32.2,43.9,,-40.71600000000001,48.0,,,
Czechia,2024,18.12328024,-7.064287185668949,12.127540588378906,11.013282779999995,16.070808409999998,13.542045595000005,91.904961,,,,,,,,,,,,,,,,,,-43.156000000000006,,,,
Denmark,1970,,,,,,,149.264542,,,,,,,,,,,,,,,,,,,,,,
Denmark,1971,,,,,,,149.631267,,,,,,,,,,,,,,,,,,,,,,
Denmark,1972,,,,,,,148.162126,,,,,,,,,,,,,,,,,,,,,,
Denmark,1973,,,,,,,146.927189,,,,,,,,,,,,,,,,,,,,,,
Denmark,1974,,,,,,,144.637486,,,,,,,,,,,,,,,,,,,,,,
Denmark,1975,,,,,,,142.969338,,,,,,,,,,,,,,,,,,,,,,
Denmark,1976,,,,,,,145.414739,,,,,,,,,,,,,,,,,,,,,,
Denmark,1977,,,,,,,143.883487,,,,,,,,,,,,,,,,,,,,,,
Denmark,1978,,,,,,,142.00254,,,,,,,,,,,,,,,,,,,,,,
Denmark,1979,,,,,,,143.239598,,,,,,,,,,,,,,,,,,,,,,
Denmark,1980,,,,,,,141.541745,,,,,,,,,,,,,,,,,,,,,,
Denmark,1981,,1.6404130000000006,15.936347999999995,,,,138.694118,,,,,,,,,,,,,,,,,,,,,,
Denmark,1982,,,,,,,145.193762,,,,,,,,,,,,,,,,,,,,,,
Denmark,1983,,,,,,,146.056339,,,,,,,,,,,,,,,,,,-64.03357126,,,,
Denmark,1984,,,,,,,146.622206,,,,,,,,,,,,,,,,,,-61.15355206000001,,,,
Denmark,1985,,,,,,,148.363124,,,,,,,,,,,,,,,,,,-59.636829260000006,,,,
Denmark,1986,,,,,,,151.827132,,,,,,,,,,,,,,,,,,-54.956750940000006,,,,
Denmark,1987,,,,,,,148.017692,,,,,,,,,,,,,,,,,,-52.23708682,,,,
Denmark,1988,,0.4356970000000011,10.259636,,,,143.076037,,,,,,,,,,,,,,,,,,-53.83904713999999,,,,
Denmark,1989,,,,,,,139.897676,,,,,,,,,,,,,,,,,,-51.54137516,,,,
Denmark,1990,,,,,,,138.944014,,,,,,,,,,,,,,,,,,-45.52065044,,,,
Denmark,1991,,-0.1407259999999972,9.110779000000008,,,,139.740296,,,,,,,,,,,,,,,,,,-45.07773094000001,,,,
Denmark,1992,,-0.4811540000000001,8.495460000000008,,,,140.072683,,,,,,,,,,,,,,,,,,-46.39020656,,,,
Denmark,1993,,,,,,,138.52953,,,,,,,,,,,,,,,,,,-43.5016736,,,,
Denmark,1994,,-0.7595060000000018,7.917526000000009,,,,142.118654,,,,,,,,,,,,,,,,,,-40.33290790000001,,,,
Denmark,1995,,-1.0006909999999998,9.492019999999997,,,,143.086104,,,,,,,,,,,,,,,,,,-37.75184114000001,,,,
Denmark,1996,,,,,,,142.772971,,,,,,,,,,,,,,,,,,-33.73325392,,,,
Denmark,1997,,,,,,,142.416971,,,,,,,,,,,,,,,,,,-30.506071219999995,,,,
Denmark,1998,,-2.2611199999999982,11.847565000000005,,,,142.088028,,,,,,,,,,,,,,,,,,-39.33942944,,,,
Denmark,1999,,-1.1371269999999996,10.004151000000007,,,,142.162944,,,,,,,,,,,,,,,,,,-37.27643952,,,,
Denmark,2000,,-2.7439800000000005,8.565764999999999,7.558456419999999,16.502487180000003,12.030471799999988,142.119426,,,,,,,,,,,,,,,,,,-37.5571034,,,,
Denmark,2001,,-5.073126000000002,8.820167999999995,7.968353270000009,11.11212158,9.540237425,142.002589,,,,,,,,,,,,,,,,,,-36.43561634,,,,
Denmark,2002,14.59940588,-4.158033,9.171852,7.213104239999993,15.419609070000009,11.316356654999993,140.946642,,,,,,,,,,,,,,,,,,-31.746532159999997,24.0,,,
Denmark,2003,13.75002848,-3.1644140000000007,10.125678999999993,7.991554260000001,22.70290756,15.347230909999992,139.267199,,,,,,,,,,,,,,,,,,-32.86704966,,,,
Denmark,2004,14.15321932,-4.109333,9.249428000000009,7.693458559999996,12.55404281,10.123750685000005,139.131556,,,,,,,,,,,,,,,,,,-33.40202398,,,,
Denmark,2005,15.02070759,-5.232137999999996,8.845711000000009,6.9436187700000005,15.734931940000005,11.339275354999998,138.968894,,,,,,,,,,,,,,,,,,-31.473106840000007,,,,
Denmark,2006,14.95184061,-4.551665999999997,9.250274999999988,6.480094909999991,13.493587490000005,9.9868412,140.338793,,,,,,,,,,,,,,,,,,-32.13350942,,,,
Denmark,2007,14.60486237,-5.218064000000002,8.247855999999999,6.611961370000003,13.401371000000005,10.006666185,138.424443,,,,,,,,,,,,,,,,,,-29.479271420000003,,,,58.2
Denmark,2008,14.58924173,-4.9863800000000005,8.450301999999994,6.648124690000003,15.855491629999996,11.25180816000001,137.509744,,,,,,,,,,,,,,,,,,-25.625207579999994,,,,65.6
Denmark,2009,13.99224343,-7.018831000000002,6.623681000000005,6.170089719999993,11.52232361,8.846206665000011,135.527094,,,,,,,,,,,,,,,,,,-29.554,,,,58.4
Denmark,2010,11.983277,-6.932037999999999,6.143767999999994,5.929901119999997,10.613388059999991,8.271644589999994,133.823055,,,,,,,,,,,,,,,,,,-32.536,,,,53.8
Denmark,2011,12.78885185,-8.321181999999997,7.176850000000002,5.684448250000003,8.360183720000009,7.022315985000006,133.050057,,,,,,,,,,,,,,,,,,-30.578000000000003,,,-35.900000000000006,55.6
Denmark,2012,12.62362386,-10.509013999999995,6.302948000000001,5.060981749999996,8.751586919999994,6.906284334999995,131.537114,,,,,,,,,,,,,,,,,,-26.982,21.8,,,53.8
Denmark,2013,12.18378486,-10.348727999999998,6.596655999999996,4.44029999,7.583580019999999,6.011940005,131.387192,,,,,,,,,,,,,,,,,,-28.675999999999995,,,,61.6
Denmark,2014,11.35600655,-9.736468999999996,7.480087999999995,5.003555290000008,12.83655548,8.920055385000012,130.309545,,,,,,,,,,,,,,,,,,-26.536,,,,53.4
Denmark,2015,10.75408941,-10.738943,8.369979999999998,5.159011840000005,12.688713069999991,8.923862455000005,129.571256,,,,,,,,,,,,,,,,,,-26.934,25.200000000000003,,,50.4
Denmark,2016,10.47011959,-9.443636999999995,8.071076000000005,4.581298829999994,9.828918450000003,7.205108639999992,130.841265,,,,,,,,,,,,,,,,,,-23.424000000000007,,,,53.0
Denmark,2017,10.01975998,-10.799172,7.252769999999998,4.372047429999995,11.084030150000004,7.728038789999999,131.17647,,,,,,,,,,,,,,,,,,-23.319999999999997,25.200000000000003,,,50.6
Denmark,2018,12.74981083,-11.371468,7.554795000000013,4.199996949999999,12.0,8.099998475000007,130.660143,,,,,,,,,,,,,,,,,,-26.686000000000007,,,,52.6
Denmark,2019,9.45677519,-10.962004999999998,7.6991430000000065,4.87454987000001,13.29031372,9.08243179499999,130.915093,,,,,,,,,,,,,,,,,,-24.989999999999995,25.200000000000003,,,39.6
Denmark,2020,9.096764476,-10.392006000000002,7.520684000000003,5.100006100000002,10.599998479999996,7.850002289999992,134.169197,,,,,,,,,,,,,,,,,,-24.40000000000001,,,-38.97999999999999,40.0
Denmark,2021,9.234754363,-11.875942000000002,7.0435250000000025,5.314796449999989,11.488464359999996,8.401630404999992,134.375591,,,,,,,,,,,,,,,,,,-23.992000000000004,20.599999999999994,,,47.2
Denmark,2022,8.961374028,-13.749759669999996,5.683525079999996,4.219238279999999,7.867874139999998,6.043556209999991,130.425974,,,,,,,,,,,,,,,,,,-24.02200000000001,,,,39.4
Denmark,2023,8.42383165,-12.96750641,6.244560239999998,4.279739380000009,7.710868840000003,5.995304110000006,128.927353,27.9,43.6,8.3,13.3,0.0,0.0,0.0,0.0,25.0,0.0,,,8.7,2.2,8.9,11.8,-1.0999999999999996,-25.382000000000005,12.799999999999995,,,
Denmark,2024,,-12.31977081298828,7.069755554199219,4.877784730000002,9.115425110000004,6.996604919999996,131.199846,,,,,,,,,,,,,,,,,,-21.91200000000001,,,,
Estonia,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1993,,,,,,,41.494845,,,,,,,,,,,,,,,,,,,,,,
Estonia,1994,,,,,,,40.816457,,,,,,,,,,,,,,,,,,,,,,
Estonia,1995,,,,,,,42.722016,,,,,,,,,,,,,,,,,,,,,,
Estonia,1996,,,,,,,44.446468,,,,,,,,,,,,,,,,,,,,,,
Estonia,1997,,-10.986200999999998,11.245918000000003,,,,49.45571,,,,,,,,,,,,,,,,,,,,,,
Estonia,1998,,-11.795806000000002,9.724266,,,,50.954273,,,,,,,,,,,,,,,,,,,,,,
Estonia,1999,,-12.019392,8.814980000000006,,,,49.960732,,,,,,,,,,,,,,,,,,,,,,
Estonia,2000,,-13.723108999999996,6.350241999999994,8.653976440000008,16.55357361,12.603775025000004,52.349915,,,,,,,,,,,,,,,,,,-34.69671774,,,,
Estonia,2001,,-12.880273999999996,5.991157000000001,7.42397308000001,14.707527159999998,11.065750120000004,55.394814,,,,,,,,,,,,,,,,,,-29.61752058,,,,
Estonia,2002,27.19633936,-12.788849,5.401138000000003,10.323226929999995,13.674110420000003,11.998668675000005,59.118002,,,,,,,,,,,,,,,,,,-31.93659786000001,64.4,,,
Estonia,2003,,-12.684463,5.700423999999998,9.486473079999996,13.601684570000003,11.544078825000014,63.115834,,,,,,,,,,,,,,,,,,-25.718654040000004,,,,
Estonia,2004,,-13.577702,3.725669999999994,8.928985589999996,4.974700929999997,6.95184325999999,66.115583,,,,,,,,,,,,,,,,,,-24.771157239999997,,,,
Estonia,2005,,-12.224779000000002,3.185555000000008,6.632698059999996,6.795715340000001,6.714206700000005,71.248694,,,,,,,,,,,,,,,,,,-38.27312902,,,,
Estonia,2006,29.44421092,-11.778522000000002,5.625526000000008,6.372749330000005,7.733863830000004,7.053306580000012,76.790876,,,,,,,,,,,,,,,,,,-50.015366580000006,,,,
Estonia,2007,,-13.80055,7.888618999999991,8.957733160000004,8.099655150000004,8.52869415500001,81.502907,,,,,,,,,,,,,,,,,,-44.877492960000005,,,,46.2
Estonia,2008,,-15.361376,8.175758000000002,7.657524109999997,10.253936760000002,8.955730435000007,77.854016,,,,,,,,,,,,,,,,,,-41.92442801999999,,,,54.8
Estonia,2009,,-18.469089000000004,1.3597559999999902,6.834114069999998,7.110488900000007,6.972301485000003,69.449526,,,,,,,,,,,,,,,,,,-37.52000000000001,,,,23.8
Estonia,2010,28.84017498,-17.296471,1.3405599999999964,5.744789130000001,5.346893309999999,5.54584122,69.596818,,,,,,,,,,,,,,,,,,-35.772,,,,14.200000000000005
Estonia,2011,,-17.072478000000004,5.717101999999997,6.095870970000007,10.706863400000003,8.401367185000012,73.997594,,,,,,,,,,,,,,,,,,-41.062000000000005,,,-37.72,16.200000000000003
Estonia,2012,,-16.943165,5.830337999999998,6.611785890000007,10.805435180000003,8.70861053500002,76.384996,,,,,,,,,,,,,,,,,,-42.824000000000005,60.4,,,8.599999999999994
Estonia,2013,,-17.701138000000004,6.793518000000006,6.849655150000004,7.049369810000002,6.94951248000001,77.170942,,,,,,,,,,,,,,,,,,-37.49799999999999,,,,8.0
Estonia,2014,29.83578732,-17.694002,8.454887,7.422698969999999,12.504348750000004,9.96352386000001,78.764251,,,,,,,,,,,,,,,,,,-31.651999999999997,,-26.0,,3.200000000000003
Estonia,2015,,-19.029688,7.389731999999995,7.112304690000002,9.762313840000004,8.437309264999996,78.80475,,,,,,,,,,,,,,,,,,-38.19,52.4,,,2.4000000000000057
Estonia,2016,,-18.910282,8.060203000000001,8.091613769999995,13.213958739999995,10.652786254999995,80.082596,,,,,,,,,,,,,,,,,,-31.454,,,,8.599999999999994
Estonia,2017,,-19.344331,6.997467,6.9968109200000015,12.64279938,9.819805149999992,82.83743,,,,,,,,,,,,,,,,,,-35.27,46.6,,,8.0
Estonia,2018,24.01634462,-20.316840000000003,7.389167999999998,6.800003050000001,8.200004579999998,7.500003814999985,84.194628,,,,,,,,,,,,,,,,,,-35.308,,,,9.400000000000006
Estonia,2019,,-20.83,7.302963000000005,6.187034610000012,7.346534730000002,6.766784670000007,86.002166,,,,,,,,,,,,,,,,,,-35.5,42.6,,,4.400000000000006
Estonia,2020,,-20.401844,5.9012599999999935,4.506332389999997,3.3472366299999976,3.9267845099999903,87.073236,,,,,,,,,,,,,,,,,,-31.075999999999997,,-28.0,-33.16,1.0
Estonia,2021,,-21.498821,3.9704210000000018,3.82141876,10.883193969999994,7.35230636499999,88.940878,,,,,,,,,,,,,,,,,,-36.22200000000001,44.6,,,3.0
Estonia,2022,23.08254919,-22.699179,3.859741,2.0119018599999947,12.052459720000002,7.032180790000012,85.533795,,,,,,,,,,,,,,,,,,-37.374,,,,-3.4000000000000057
Estonia,2023,25.60711012,-22.39359474,2.8382492100000007,0.0284500100000002,10.581382750000005,5.3049163799999945,80.258031,37.4,25.7,22.5,23.0,0.0,0.0,0.0,0.0,50.0,0.0,25.3,85.6,37.2,9.8,22.2,26.7,-1.4999999999999996,-33.668000000000006,44.6,,,
Estonia,2024,,-23.23944282531738,2.0931396484375,-0.1881790200000068,8.73013306,4.270977020000004,78.731286,,,,,,,,,,,,,,,,,,-33.084,,,,
European Union (19 countries) in OECD,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (19 countries) in OECD,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (19 countries) in OECD,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (19 countries) in OECD,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (19 countries) in OECD,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (19 countries) in OECD,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (19 countries) in OECD,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (19 countries) in OECD,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (19 countries) in OECD,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (19 countries) in OECD,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (19 countries) in OECD,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (19 countries) in OECD,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (19 countries) in OECD,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (19 countries) in OECD,1983,,,,,,,,,,,,,,,,,,,,,,,,,-65.27148686000001,,,,
European Union (19 countries) in OECD,1984,,,,,,,,,,,,,,,,,,,,,,,,,-63.52750044,,,,
European Union (19 countries) in OECD,1985,,,,,,,,,,,,,,,,,,,,,,,,,-61.91354129999999,,,,
European Union (19 countries) in OECD,1986,,,,,,,,,,,,,,,,,,,,,,,,,-60.725220760000006,,,,
European Union (19 countries) in OECD,1987,,,,,,,,,,,,,,,,,,,,,,,,,-57.43539369999999,,,,
European Union (19 countries) in OECD,1988,,,,,,,,,,,,,,,,,,,,,,,,,-58.22537362,,,,
European Union (19 countries) in OECD,1989,,,,,,,,,,,,,,,,,,,,,,,,,-58.52468854,,,,
European Union (19 countries) in OECD,1990,,,,,,,,,,,,,,,,,,,,,,,,,-60.14388657999999,,,,
European Union (19 countries) in OECD,1991,,,,,,,,,,,,,,,,,,,,,,,,,-60.76640702,,,,
European Union (19 countries) in OECD,1992,,,,,,,,,,,,,,,,,,,,,,,,,-61.40286441999999,,,,
European Union (19 countries) in OECD,1993,,,,,,,,,,,,,,,,,,,,,,,,,-61.98446885999999,,,,
European Union (19 countries) in OECD,1994,,,,,,,,,,,,,,,,,,,,,,,,,-60.81434433999999,,,,
European Union (19 countries) in OECD,1995,21.0908980181765,,,,,,,,,,,,,,,,,,,,,,,,-60.36752265999999,,,,
European Union (19 countries) in OECD,1996,20.9934595904118,,,,,,,,,,,,,,,,,,,,,,,,-60.084550320000005,,,,
European Union (19 countries) in OECD,1997,21.0446315897059,,,,,,,,,,,,,,,,,,,,,,,,-59.71338349999999,,,,
European Union (19 countries) in OECD,1998,21.1163294071176,,,,,,,,,,,,,,,,,,,,,,,,-58.48207846,,,,
European Union (19 countries) in OECD,1999,20.949428739,,,,,,,,,,,,,,,,,,,,,,,,-58.83172034,,,,
European Union (19 countries) in OECD,2000,21.0165002158235,,,,,,,,,,,,,,,,,,,,,,,,-60.10240528,,,,
European Union (19 countries) in OECD,2001,20.9361397681176,,,,,,,,,,,,,,,,,,,,,,,,-60.9017654,,,,
European Union (19 countries) in OECD,2002,21.0245015212982,,,,,,,,,,,,,,,,,,,,,,,,-60.89529374,,,,
European Union (19 countries) in OECD,2003,20.6059078074671,,,,,,,,,,,,,,,,,,,,,,,,-61.067609360000006,,,,
European Union (19 countries) in OECD,2004,20.0643123479945,,,,,,,,,,,,,,,,,,,,,,,,-61.18378138,,,,
European Union (19 countries) in OECD,2005,19.5049322881409,,,,,,,,,,,,,,,,,,,,,,,,-60.507887540000006,,,,
European Union (19 countries) in OECD,2006,18.9236383167316,,,,,,,,,,,,,,,,,,,,,,,,-60.02547452,,,,
European Union (19 countries) in OECD,2007,18.4780635363749,,,,,,,,,,,,,,,,,,,,,,,,-60.36678142,,,,
European Union (19 countries) in OECD,2008,18.0736495761695,,,,,,,,,,,,,,,,,,,,,,,,-59.68023006000001,,,,
European Union (19 countries) in OECD,2009,17.5219489437114,,,,,,,,,,,,,,,,,,,,,,,,-59.414,,,,
European Union (19 countries) in OECD,2010,16.9248678854895,,,,,,,,,,,,,,,,,,,,,,,,-58.672,,,,
European Union (19 countries) in OECD,2011,17.0580262645476,,,,,,,,,,,,,,,,,,,,,,,,-57.382000000000005,,,,
European Union (19 countries) in OECD,2012,16.7319599275883,,,,,,,,,,,,,,,,,,,,,,,,-56.494,,,,
European Union (19 countries) in OECD,2013,16.6253255377289,,,,,,,,,,,,,,,,,,,,,,,,-54.78,,,,
European Union (19 countries) in OECD,2014,16.6621007646684,,,,,,,,,,,,,,,,,,,,,,,,-53.81399999999999,,,,
European Union (19 countries) in OECD,2015,16.1197341360517,,,,,,,,,,,,,,,,,,,,,,,,-53.57599999999999,,,,
European Union (19 countries) in OECD,2016,15.6728012835824,,,,,,,,,,,,,,,,,,,,,,,,-53.096,,,,
European Union (19 countries) in OECD,2017,15.3031467499468,,,,,,,,,,,,,,,,,,,,,,,,-53.12200000000001,,,,
European Union (19 countries) in OECD,2018,15.2769468956737,,,,,,,,,,,,,,,,,,,,,,,,-53.604000000000006,,,,
European Union (19 countries) in OECD,2019,14.4830080459423,,,,,,,,,,,,,,,,,,,,,,,,-53.312000000000005,,,,
European Union (19 countries) in OECD,2020,13.5193709233044,,,,,,,,,,,,,,,,,,,,,,,,-52.256,,,,
European Union (19 countries) in OECD,2021,13.1991100593068,,,,,,,,,,,,,,,,,,,,,,,,-50.738,,,,
European Union (19 countries) in OECD,2022,12.8911567230316,,,,,,,,,,,,,,,,,,,,,,,,-50.146,,,,
European Union (19 countries) in OECD,2023,13.1063219364947,,,,,,,,,,,,,,,,,,,,,,,,-49.682,,,,
European Union (19 countries) in OECD,2024,,,,,,,,,,,,,,,,,,,,,,,,,-49.906000000000006,,,,
European Union (27 countries),1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (27 countries),1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (27 countries),1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (27 countries),1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (27 countries),1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (27 countries),1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (27 countries),1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (27 countries),1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (27 countries),1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (27 countries),1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (27 countries),1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (27 countries),1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (27 countries),1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union (27 countries),1983,,,,,,,,,,,,,,,,,,,,,,,,,-65.20624684,,,,
European Union (27 countries),1984,,,,,,,,,,,,,,,,,,,,,,,,,-63.37591804,,,,
European Union (27 countries),1985,,,,,,,,,,,,,,,,,,,,,,,,,-61.788612660000005,,,,
European Union (27 countries),1986,,,,,,,,,,,,,,,,,,,,,,,,,-60.39580355999999,,,,
European Union (27 countries),1987,,,,,,,,,,,,,,,,,,,,,,,,,-57.99463098,,,,
European Union (27 countries),1988,,,,,,,,,,,,,,,,,,,,,,,,,-58.52929772,,,,
European Union (27 countries),1989,,,,,,,,,,,,,,,,,,,,,,,,,-58.54666460000001,,,,
European Union (27 countries),1990,,,,,,,,,,,,,,,,,,,,,,,,,-59.70531306000001,,,,
European Union (27 countries),1991,,,,,,,,,,,,,,,,,,,,,,,,,-60.22179324,,,,
European Union (27 countries),1992,,,,,,,,,,,,,,,,,,,,,,,,,-60.75657106,,,,
European Union (27 countries),1993,,,,,,,,,,,,,,,,,,,,,,,,,-60.8592678,,,,
European Union (27 countries),1994,,,,,,,,,,,,,,,,,,,,,,,,,-59.63826264,,,,
European Union (27 countries),1995,20.4619000091364,,,,,,,,,,,,,,,,,,,,,,,,-59.147467500000005,,,,
European Union (27 countries),1996,20.4142065498182,,,,,,,,,,,,,,,,,,,,,,,,-58.76866759999999,,,,
European Union (27 countries),1997,20.521390205299,,,,,,,,,,,,,,,,,,,,,,,,-55.19198109999999,,,,
European Union (27 countries),1998,20.5992912729509,,,,,,,,,,,,,,,,,,,,,,,,-54.81143908000001,,,,
European Union (27 countries),1999,20.5461704998636,,,,,,,,,,,,,,,,,,,,,,,,-54.445009160000005,,,,
European Union (27 countries),2000,20.5496858501737,,,,,,,,,,,,,,,,,,,,,,,,-55.23820395999999,,,,
European Union (27 countries),2001,20.4048154294091,,,,,,,,,,,,,,,,,,,,,,,,-56.56070700000001,,,,
European Union (27 countries),2002,19.9990190455641,,,,,,,,,,,,,,,,,,,,,,,,-57.12267560000001,,,,
European Union (27 countries),2003,18.7900073853443,,,,,,,,,,,,,,,,,,,,,,,,-57.493434500000006,,,,
European Union (27 countries),2004,18.2361584796117,,,,,,,,,,,,,,,,,,,,,,,,-57.506009500000005,,,,
European Union (27 countries),2005,17.8305360785942,,,,,,,,,,,,,,,,,,,,,,,,-57.10386236,,,,
European Union (27 countries),2006,17.2477738204778,,,,,,,,,,,,,,,,,,,,,,,,-56.94191513999999,,,,
European Union (27 countries),2007,17.2651524349325,,,,,,,,,,,,,,,,,,,,,,,,-57.289535840000006,,,,
European Union (27 countries),2008,17.0460672285898,,,,,,,,,,,,,,,,,,,,,,,,-56.78359072000001,,,,
European Union (27 countries),2009,16.526823962376,,,,,,,,,,,,,,,,,,,,,,,,-56.708,,,,
European Union (27 countries),2010,15.9519809403148,,,,,,,,,,,,,,,,,,,,,,,,-55.932,,,,
European Union (27 countries),2011,16.1132355587587,,,,,,,,,,,,,,,,,,,,,,,,-54.856,,,,
European Union (27 countries),2012,16.0019344383449,,,,,,,,,,,,,,,,,,,,,,,,-54.078,,,,
